# id|olasi_sonuc|ilk_onlem_seviyesi|ikinci_onlem_seviyesi|ikinci_onlem
R-47-09|Yakıt yangınında yanık ve duman zehirlenmesi; çevresel kirlenme|engineering|administrative|Transfer öncesi gemi-kıyı haberleşmesini ve acil durdurmayı deneyin; hortum hareket payını yük ve hava koşuluyla kontrol edin.
R-47-10|Vinç altında ezilme ve ölüm|engineering|administrative|Yük altındaki araç ve yaya hareketini kaldırma süresince durdurun; işaretçi ve operatör arasında tek komuta düzeni kurun.
R-47-11|Tekneler arasında düşme ve boğulma|engineering|administrative|Deniz ve hava koşulu sınırını yetkili kaptanla belirleyin; güvensiz aralığı atlayarak geçmeyi iş yöntemi yapmayın.
R-47-12|Dalışta boğulma, basınç hasarı ve ölüm|administrative|administrative|Görevi yalnız yetkili profesyonel dalış ekibiyle planlayın; bu genel kayıt dalış ve kurtarma prosedürünün yerine geçmez.
R-48-01|Araç çarpmasıyla ağır yaralanma ve ölüm|engineering|administrative|Çalışmayı trafik yoğunluğu ve görüşe göre zamanlayın; geçici trafik düzenini yetkili kurumun planına uygun kurun.
R-48-02|Kamyon ve sıkıştırıcı arasında ezilme ve ölüm|engineering|administrative|Geri manevrada personelin konumunu kontrol edin; operatör göremediğinde hareketi durduran haberleşme kuralı uygulayın.
R-48-03|Fırlayan taşla göz ve baş yaralanması|engineering|administrative|Biçme öncesi taş, metal ve atıkları alandan alın; yayaları üreticinin öngördüğü etki alanının dışında tutun.
R-48-04|Dal düşmesiyle ağır yaralanma|engineering|administrative|Yaya geçişini kesim süresince durdurun; dalın enerji hattı ve yapı ile ilişkisini önceden değerlendirin.
R-48-05|Açıklığa düşme, gaz maruziyeti ve boğulma|engineering|administrative|Izgara kaldırıldığında açıklığı fiziksel koruyun; içeri girişi gerektiren işte atmosfer ve kurtarma düzenini ayrı planlayın.
R-48-06|Araç çarpması ve elektrik çarpmasıyla ölüm|administrative|engineering|Elektrik izolasyonu tamamlanmadan direğe erişmeyin; çalışma platformunu trafik ve enerji hattından güvenli ayırın.
R-48-07|Biyosidal maruziyet ve kimyasal sağlık etkileri|engineering|administrative|Kullanım alanını ürün talimatına göre boşaltın; yeniden kullanım ve halka bilgilendirme koşullarını iş programına ekleyin.
R-48-08|Araç kayması, çarpışma ve soğuk stresi|administrative|engineering|Aracın lastik ve çekiş donanımını güzergâha uygun seçin; görüş ve yol koşulu kötüleştiğinde işi durdurma ölçütü belirleyin.
R-48-09|Mezar kazısı göçüğünde ezilme ve boğulma|engineering|administrative|Kazı yanında biriken yük ve kişileri kontrol edin; yağış veya zemin değişiminde korumayı yeniden değerlendirin.
R-48-10|Kimyasal yanık, dermatit ve enfeksiyon|engineering|administrative|Asitli ve klorlu ürünleri karıştırmayın; kirli ekipman ve temiz malzemeyi ayırıp el yıkama imkânı sağlayın.
R-48-11|Suda elektrik çarpması ve ölüm|engineering|administrative|Pompa ve aydınlatma devrelerini yetkili kişi izole etsin; yalnız anahtar kapalı konumuna güvenerek suya girmeyin.
R-48-12|Isırık, ezilme ve zoonotik enfeksiyon|engineering|administrative|Hayvana müdahaleyi eğitimli ekiple yapın; yaralanma sonrası tıbbi değerlendirme ve olay bildirimini geciktirmeyin.
R-49-01|Kaçışın engellenmesiyle duman maruziyeti ve ölüm|engineering|administrative|Çıkışın işgal sırasında güvenli açılmasını vardiya kontrolüne alın; güvenlik kilidini tahliye ihtiyacından bağımsız tasarlamayın.
R-49-02|Tahliyede gecikme, düşme ve ezilme|engineering|administrative|Geçici sevkiyat ve temizlik arabasını da kaçış güzergâhından uzak tutun; yeri değişen istifleri düzenli kontrol edin.
R-49-03|Karanlıkta düşme ve tahliye gecikmesi|engineering|administrative|Acil aydınlatmanın testini gerçek enerji kesintisi işleviyle planlayın; arızayı giderene kadar güvenli geçici düzen sağlayın.
R-49-04|Tahliyenin gecikmesiyle duman zehirlenmesi ve ağır yaralanma|engineering|administrative|Alarmı gürültülü çalışma, kulak koruyucu ve farklı kişisel ihtiyaçlarla birlikte sınayın; görsel uyarıyı uygun yerde tamamlayın.
R-49-05|Toplanma alanında ikincil yaralanma|engineering|administrative|Birincil ve alternatif alanı yangın, gaz bulutu ve yapı düşmesi yönünden ayrı değerlendirin; değişen komşu riskleri plana yansıtın.
R-49-06|Kurtarmanın gecikmesiyle yaralanmanın ağırlaşması ve ölüm|administrative|administrative|Sayımı personel, yüklenici ve ziyaretçi kayıtlarıyla eşleştirin; eksik kişiyi aramak için çalışanları binaya geri göndermeyin.
R-49-07|Geciken ilk müdahaleyle yanık, zehirlenme veya yaralanmanın ağırlaşması|administrative|administrative|Asıl ve yedek görevleri vardiya/izin koşullarıyla karşılaştırın; atama kaydı bulunmasını eğitim ve yeterlilik doğrulaması saymayın.
R-49-08|Kurtarma gecikmesi ve ikincil kurtarıcı yaralanması|administrative|engineering|Kurtarma erişimi ve ekipmanını iş başlamadan hazırlayın; kapalı alan ve yüksekte çalışma için yalnız genel 112 çağrısına güvenmeyin.
R-49-09|Yardım çağrısında gecikme ve yanlış yönlendirme|administrative|administrative|İletişim listesini görev değişikliği sonrası güncelleyin; internet kesildiğinde kullanılacak basılı kopyayı sahada bulundurun.
R-49-10|Büyüyen yangın veya salımda yanık, zehirlenme ve ölüm|engineering|administrative|Kesme görevini yetkili teknik personele verin; yangın pompaları ve yaşam desteği gibi sistemleri genel kesme talimatıyla devre dışı bırakmayın.
R-49-11|Yanlış tahliye davranışıyla düşme ve duman maruziyeti|administrative|administrative|İşe girişte gerçek güzergâh ve toplanma yerini gösterin; tatbikatta farklı vardiya, ziyaretçi ve erişilebilirliği değerlendirin.
R-49-12|Erken dönüşte çökme, gaz veya elektrik maruziyeti|administrative|administrative|Geri giriş yetkisini ve aranacak teknik kontrolleri olay türüne göre belirleyin; alarmın susmasını dönüş izni saymayın.
R-50-01|Asansör hareketiyle ezilme ve ölüm|administrative|engineering|Kuyu erişimini ve kabin hareketini bakım yöntemine uygun kilitleyin; yalnız çağrı düğmelerini kapatmakla yetinmeyin.
R-50-02|Kabin üstünde sıkışma ve düşme|engineering|administrative|Bakım modu ve güvenli açıklıkları asansöre özgü değerlendirin; standart çalışanı kuyu veya kabin üstüne göndermeyin.
R-50-03|Fan hareketiyle kesilme ve uzuv kaybı|engineering|administrative|Elektrik kesildikten sonra hava akımıyla dönme ihtimalini de giderin; kayış ve rotor tamamen güvenli olmadan erişmeyin.
R-50-04|Yüksekten düşme ve aerosol kaynaklı hastalık|engineering|administrative|Kule temizliğinde aerosolün çevredeki kişilere yayılmasını kontrol edin; erişim platformu ve hijyen planını birlikte uygulayın.
R-50-05|Sıcak/kimyasal akışkanla yanık ve zehirlenme|engineering|administrative|Sökülecek pompanın hat kimliğini yerinde kontrol edin; izolasyon sonrası kalan sıvıyı uyumlu kapta güvenli toplayın.
R-50-06|Yanlış hat açılmasında sıcak akışkan yanığı, kimyasal hasar ve zehirlenme|engineering|administrative|Hat etiketini çizim ve yerinde izleme ile doğrulayın; bilinmeyen hatta deneme amaçlı gevşetme yapmayın.
R-50-07|Filtre kapağının fırlaması ve basınç yaralanması|engineering|administrative|İki tarafta hapsedilen basıncı da tahliye edin; kapağı açmadan sıcaklık ve akışkan tehlikesini kontrol edin.
R-50-08|Kayış veya kasnakta el sıkışması|engineering|administrative|Germe yöntemini üreticiye göre uygulayın; enerji izolasyonunu kaldırmadan koruyucuyu yerine takın.
R-50-09|UPS/DC arkıyla ağır yanık ve elektrik çarpması|engineering|administrative|Akü beslemesi ve geri beslemeyi izolasyon listesine ekleyin; metal takıları çıkarıp işe uygun yalıtılmış takım kullanın.
R-50-10|Test hareketi veya su jetiyle çarpma ve yaralanma|engineering|administrative|Test tahliyesini insan ve ekipman bulunmayan uygun yere yönlendirin; yangın korumasındaki geçici kaybı kesinti planıyla yönetin.
R-50-11|Basınçlı kondens sıçramasıyla göz ve cilt yaralanması|engineering|administrative|Tahliyeyi çalışan üzerine veya yaya yoluna vermeyin; bakımda hattı güvenli basınç ve sıcaklığa getirin.
R-50-12|Kazan dairesinde yanık, gaz veya elektrik yaralanması|engineering|administrative|Ziyaretçiyi refakat ve kısa alan bilgilendirmesiyle alın; kaçış ve acil vana noktalarını kapalı erişimle birlikte kullanılabilir tutun.
